	year_week	rideable_type	rides	year	month	week	season	rides_2weeks_ago	rides_lastweek
421	2024-06-17	2	93782	2024	6	25	1	88523.0	88863.0
422	2024-06-24	1	77144	2024	6	26	1	82275.0	84576.0
423	2024-06-24	2	84658	2024	6	26	1	88863.0	93782.0
424	2024-07-01	1	80906	2024	7	27	2	84576.0	77144.0
425	2024-07-01	2	85787	2024	7	27	2	93782.0	84658.0
426	2024-07-08	2	79886	2024	7	28	2	84658.0	85787.0
427	2024-07-08	1	77135	2024	7	28	2	77144.0	80906.0
428	2024-07-15	2	90249	2024	7	29	2	85787.0	79886.0
429	2024-07-15	1	90373	2024	7	29	2	80906.0	77135.0
430	2024-07-22	2	87041	2024	7	30	2	79886.0	90249.0
431	2024-07-22	1	87196	2024	7	30	2	77135.0	90373.0
432	2024-07-29	2	92457	2024	8	31	2	90249.0	87041.0
433	2024-07-29	1	86805	2024	8	31	2	90373.0	87196.0
434	2024-08-05	1	87934	2024	8	32	2	87196.0	86805.0
435	2024-08-05	2	90016	2024	8	32	2	87041.0	92457.0
436	2024-08-12	1	71325	2024	8	33	2	86805.0	87934.0
437	2024-08-12	2	81726	2024	8	33	2	92457.0	90016.0
438	2024-08-19	1	77249	2024	8	34	2	87934.0	71325.0
439	2024-08-19	2	95201	2024	8	34	2	90016.0	81726.0
440	2024-08-26	1	78766	2024	9	35	2	71325.0	77249.0
441	2024-08-26	2	91564	2024	9	35	2	81726.0	95201.0
442	2024-09-02	2	82994	2024	9	36	2	95201.0	91564.0
443	2024-09-02	1	74541	2024	9	36	2	77249.0	78766.0
444	2024-09-09	1	81160	2024	9	37	2	78766.0	74541.0
445	2024-09-09	2	90995	2024	9	37	2	91564.0	82994.0
446	2024-09-16	2	85223	2024	9	38	2	82994.0	90995.0
447	2024-09-16	1	73782	2024	9	38	2	74541.0	81160.0
448	2024-09-23	2	78888	2024	9	39	2	90995.0	85223.0
449	2024-09-23	1	61112	2024	9	39	2	81160.0	73782.0
450	2024-09-30	2	87688	2024	10	40	3	85223.0	78888.0
451	2024-09-30	1	69673	2024	10	40	3	73782.0	61112.0
452	2024-10-07	1	76629	2024	10	41	3	61112.0	69673.0
453	2024-10-07	2	84649	2024	10	41	3	78888.0	87688.0
454	2024-10-14	1	53848	2024	10	42	3	69673.0	76629.0
455	2024-10-14	2	66920	2024	10	42	3	87688.0	84649.0
456	2024-10-21	1	58347	2024	10	43	3	76629.0	53848.0
457	2024-10-21	2	67988	2024	10	43	3	84649.0	66920.0
458	2024-10-28	1	49423	2024	11	44	3	53848.0	58347.0
459	2024-10-28	2	63899	2024	11	44	3	66920.0	67988.0
460	2024-11-04	1	40904	2024	11	45	3	58347.0	49423.0
461	2024-11-04	2	55752	2024	11	45	3	67988.0	63899.0
462	2024-11-11	1	43502	2024	11	46	3	49423.0	40904.0
463	2024-11-11	2	49980	2024	11	46	3	63899.0	55752.0
464	2024-11-18	1	31518	2024	11	47	3	40904.0	43502.0
465	2024-11-18	2	38276	2024	11	47	3	55752.0	49980.0
466	2024-11-25	1	14490	2024	11	48	3	43502.0	31518.0
467	2024-11-25	2	18862	2024	11	48	3	49980.0	38276.0
